Código Contable;Descripción;Moneda chilena no reajustable;Moneda chilena reajustable por factores de IPC;Moneda chilena reajustables por tipo de cambio;Moneda Extranjera;Total (suma de todas las monedas)

1000000;ACTIVOS;4.500.373;3.435.703;126.371;1.087.191;9.149.638
1100000;EFECTIVO Y DEPOSITOS EN BANCOS;653.460;0;0;252.869;906.329
1100100;Efectivo;20.013;0;0;11.160;31.173
1100200;Depósitos en el Banco Central de Chile;625.629;0;0;33.210;658.839
1100300;Depósitos en bancos del país;7.818;0;0;7.037;14.855
1100400;Depósitos en el exterior;0;0;0;201.462;201.462
1130000;OPERACIONES CON LIQUIDACION EN CURSO;49.985;0;0;48.866;98.851
1130100;Documentos a cargo de otros bancos (canje);12.310;0;0;1.338;13.648
1130200;Transferencias de fondos en curso;37.675;0;0;47.528;85.203
1150000;INSTRUMENTOS PARA NEGOCIACIÓN;398.715;45.994;0;27.975;472.684
1150100;Del Estado y Banco Central de Chile;332.340;32.294;0;0;364.634
1150200;Otros instrumentos emitidos en el país;5.889;13.700;0;7.194;26.783
1150300;Instrumentos emitidos en el exterior;0;0;0;20.781;20.781
1150400;Inversiones en Fondos Mutuos;60.486;0;0;0;60.486
1160000;CONTRATOS DE RETROCOMPRA Y PRÉSTAMOS DE VALORES;7.182;0;0;0;7.182
1160100;Operaciones con bancos del país;0;0;0;0;0
1160200;Operaciones con otras entidades;7.182;0;0;0;7.182
1250000;CONTRATOS DE DERIVADOS FINANCIEROS;84.506;0;0;13.492;97.998
1250100;Contratos de negociación;80.278;0;0;13.492;93.770
1250200;Contratos para cobertura contable;4.228;0;0;0;4.228
1270000;ADEUDADO POR BANCOS;0;0;0;0;0
1270100;Banco del país;0;0;0;0;0
1270112;Préstamos interbancarios de liquidez;0;0;0;0;0
1270113;Préstamos interbancarios comerciales;0;0;0;0;0
1270116;Créditos comercio exterior exportaciones chilenas;0;0;0;0;0
1270117;Créditos comercio exterior importaciones chilenas;0;0;0;0;0
1270118;Créditos comercio exterior entre terceros países;0;0;0;0;0
1270190;Provisiones para créditos con bancos del país;0;0;0;0;0
1270200;Bancos del exterior;0;0;0;0;0
1270202;Préstamos interbancarios de liquidez;0;0;0;0;0
1270203;Préstamos interbancarios comerciales;0;0;0;0;0
1270206;Créditos comercio exterior exportaciones chilenas;0;0;0;0;0
1270207;Créditos comercio exterior importaciones chilenas;0;0;0;0;0
1270208;Créditos comercio exterior entre terceros países;0;0;0;0;0
1270290;Provisiones para créditos con bancos del exterior;0;0;0;0;0
1270300;Banco Central de Chile;0;0;0;0;0
1300000;CRÉDITOS Y CUENTAS POR COBRAR A CLIENTES;2.258.240;3.261.723;126.371;686.126;6.332.460
1302000;COLOCACIONES COMERCIALES;2.189.095;1.921.718;126.371;683.810;4.920.994
1302100;Préstamos comerciales;1.947.761;1.622.763;71.277;472.839;4.114.640
1302101;Préstamos en el país;1.947.761;1.515.370;71.277;452.151;3.986.559
1302102;Préstamos en el exterior;0;0;0;20.688;20.688
1302170;Préstamos con letras de crédito para fines generales;0;184;0;0;184
1302180;Préstamos con mutuos hipotecarios endosables;0;107.209;0;0;107.209
1302200;Créditos de comercio exterior;4.206;0;6;198.832;203.044
1302201;Acreditivos negociados a plazo de exportaciones chilenas;0;0;0;10.715;10.715
1302202;Otros créditos para exportaciones chilenas;4.206;0;0;121.025;125.231
1302241;Acreditivos negociados a plazo de importaciones chilenas;0;0;6;2.714;2.720
1302242;Otros créditos para importaciones chilenas;0;0;0;62.405;62.405
1302281;Acreditivos negociados a plazo de operaciones entre terceros países;0;0;0;457;457
1302282;Otros créditos para operaciones entre terceros países;0;0;0;1.516;1.516
1302300;Deudores en cuentas corrientes;39.735;0;0;2.760;42.495
1302500;Operaciones de factoraje;89.624;560;0;8.909;99.093
1302600;Préstamos estudiantiles;0;5.244;0;0;5.244
1302601;Créditos para estudios superiores Ley N° 20.027;0;0;0;0;0
1302602;Créditos con garantía CORFO;0;27;0;0;27
1302604;Otros créditos para estudios superiores;0;5.217;0;0;5.217
1302800;Operaciones de leasing comercial;104.180;292.741;54.933;0;451.854
1302900;Otros créditos y cuentas por cobrar;3.589;410;155;470;4.624
1304000;COLOCACIONES PARA VIVIENDA;19;1.336.492;0;0;1.336.511
1304100;Préstamos con letras de crédito;0;470;0;0;470
1304101;Con letras de crédito para vivienda;0;470;0;0;470
1304102;Con letras de crédito para fines generales;0;0;0;0;0
1304200;Préstamos con mutuos hipotecarios endosable;0;526.614;0;0;526.614
1304400;Prestamos con mutuos financiados con bonos hipotecarios;0;0;0;0;0
1304500;Otros créditos con mutuos para vivienda;0;799.991;0;0;799.991
1304600;Créditos provenientes de la ANAP;0;0;0;0;0
1304800;Operaciones de leasing para vivienda;0;0;0;0;0
1304900;Otros créditos y cuentas por cobrar;19;9.417;0;0;9.436
1305000;COLOCACIONES DE CONSUMO;172.475;3.513;0;2.316;178.304
1305100;Créditos de consumo en cuotas;120.646;3.513;0;0;124.159
1305300;Deudores en cuentas corrientes;9.161;0;0;0;9.161
1305400;Deudores por tarjetas de crédito;42.668;0;0;2.316;44.984
1305800;Operaciones de leasing de consumo;0;0;0;0;0
1305900;Otros créditos y cuentas por cobrar;0;0;0;0;0
1309000;PROVISIONES CONSTITUIDAS;-103.349;0;0;0;-103.349
1309100;Provisiones colocaciones comerciales;-98.452;0;0;0;-98.452
1309200;Provisiones colocaciones para vivienda;-1.735;0;0;0;-1.735
1309300;Provisiones colocaciones de consumo;-3.162;0;0;0;-3.162
1350000;INSTRUMENTOS DE INVERSIÓN DISPONIBLES PARA LA VENTA;818.620;46.900;0;47.890;913.410
1350100;Del Estado y Banco Central de Chile;805.247;7.150;0;9.297;821.694
1350200;Otros instrumentos emitidos en el país;13.373;39.750;0;1.876;54.999
1350300;Instrumentos emitidos en el exterior;0;0;0;36.717;36.717
1360000;INSTRUMENTOS DE INVERSIÓN HASTA EL VENCIMIENTO;0;0;0;0;0
1360100;Del Estado y Banco Central de Chile;0;0;0;0;0
1360200;Otros instrumentos emitidos en el país;0;0;0;0;0
1360300;Instrumentos emitidos en el exterior;0;0;0;0;0
1400000;INVERSIONES EN SOCIEDADES;465;0;0;11;476
1400100;Inversiones a valor patrimonial;0;0;0;0;0
1400101;Sucursales en el exterior;0;0;0;0;0
1400103;Sociedades con influencia significativa;0;0;0;0;0
1400200;Acciones o derechos en otras sociedades;465;0;0;11;476
1500000;INTANGIBLES;6.975;0;0;0;6.975
1500100;Menor valor de inversiones (Goodwill);0;0;0;0;0
1500200;Otros activos intangibles;6.975;0;0;0;6.975
1600000;ACTIVO FIJO;28.400;0;0;0;28.400
1600100;Edificios y terrenos;18.539;0;0;0;18.539
1600200;Otros activos fijos;9.861;0;0;0;9.861
1650000;ACTIVO POR DERECHO A USAR BIENES EN ARRENDAMIENTO;2.463;70.967;0;0;73.430
1650100;Activo fijo;2.463;70.967;0;0;73.430
1650200;Otros activos intangibles;0;0;0;0;0
1700000;IMPUESTOS CORRIENTES;41.914;0;0;0;41.914
1750000;IMPUESTOS DIFERIDOS;47.375;0;0;0;47.375
1800000;OTROS ACTIVOS;102.073;10.119;0;9.962;122.154
1800100;Activos para leasing;21.928;0;0;0;21.928
1800200;Bienes recibidos en pago o adjudicados;1.199;0;0;0;1.199
1800900;Otros activos;78.946;10.119;0;9.962;99.027
2000000;PASIVOS;4.646.261;2.663.329;78.363;1.095.219;8.483.172
2100000;DEPOSITOS Y OTRAS OBLIGACIONES A LA VISTA;1.466.244;8.760;31;457.379;1.932.414
2100100;Cuentas corrientes;1.276.818;0;0;423.007;1.699.825
2100109;Cuentas corrientes de otras personas jurídicas;949.727;0;0;325.768;1.275.495
2100110;Cuentas corrientes de personas naturales;327.091;0;0;97.239;424.330
2100200;Otros depósitos y cuentas a la vista;122.685;0;0;0;122.685
2100300;Otras obligaciones a la vista;66.741;8.760;31;34.372;109.904
2130000;OPERACIONES CON LIQUIDACION EN CURSO;48.340;0;0;31.784;80.124
2160000;CONTRATOS DE RETROCOMPRA Y PRÉSTAMOS DE VALORES;42.449;0;0;0;42.449
2160100;Operaciones con bancos del país;29.674;0;0;0;29.674
2160200;Operaciones con otras entidades;12.775;0;0;0;12.775
2200000;DEPOSITOS Y OTRAS CAPTACIONES A PLAZO;1.918.153;1.060.562;0;294.661;3.273.376
2200100;Depósitos a plazo;1.918.153;1.056.949;0;294.661;3.269.763
2200200;Cuentas de ahorro a plazo;0;3.613;0;0;3.613
2200900;Otros saldos acreedores a plazo;0;0;0;0;0
2250000;CONTRATOS DE DERIVADOS FINANCIEROS;91.545;0;0;14.306;105.851
2250100;Contratos de negociación;91.545;0;0;14.306;105.851
2250200;Contratos para cobertura contable;0;0;0;0;0
2300000;OBLIGACIONES CON BANCOS;880.933;0;0;68.524;949.457
2301000;BANCOS DEL PAÍS;15.004;0;0;0;15.004
2301001;Préstamos interbancarios;0;0;0;0;0
2302000;BANCOS DEL EXTERIOR;0;0;0;68.524;68.524
2302100;Financiamientos de comercio exterior;0;0;0;61.630;61.630
2302200;Préstamos y otras obligaciones;0;0;0;6.894;6.894
2303000;BANCO CENTRAL DE CHILE;865.929;0;0;0;865.929
2303100;Préstamos y otras obligaciones;865.929;0;0;0;865.929
2303900;Líneas de crédito reprogramación de deudas;0;0;0;0;0
2400000;INSTRUMENTOS DE DEUDA EMITIDOS;36.219;1.513.443;0;168.515;1.718.177
2401000;LETRAS DE CREDITO;0;813;0;0;813
2402000;BONOS;36.219;1.512.630;0;168.515;1.717.364
2402100;Bonos corrientes;36.219;1.296.212;0;168.515;1.500.946
2402200;Bonos subordinados;0;216.418;0;0;216.418
2402300;Bonos hipotecarios;0;0;0;0;0
2500000;OTRAS OBLIGACIONES FINANCIERAS;4.978;4;70.396;36.889;112.267
2500100;Obligaciones con el sector público;0;4;70.396;0;70.400
2500200;Otras obligaciones en el país;4.978;0;0;10.715;15.693
2500300;Obligaciones con el exterior;0;0;0;26.174;26.174
2550000;OBLIGACIONES POR CONTRATOS DE ARRENDAMIENTO;0;71.134;0;0;71.134
2600000;IMPUESTOS CORRIENTES;18;0;0;0;18
2650000;IMPUESTOS DIFERIDOS;389;0;0;0;389
2700000;PROVISIONES;87.151;0;0;0;87.151
2700100;Provisiones para beneficios y remuneraciones del personal;5.756;0;0;0;5.756
2700200;Provisión para dividendos mínimos;28.855;0;0;0;28.855
2700300;Provisiones por riesgo de créditos contingentes;9.852;0;0;0;9.852
2700400;Provisiones por contingencias;42.688;0;0;0;42.688
2700401;Provisiones por riesgo país;364;0;0;0;364
2700402;Provisiones especiales para créditos al exterior;0;0;0;0;0
2700411;Provisiones adicionales colocaciones comerciales;32.398;0;0;0;32.398
2700412;Provisiones adicionales colocaciones para vivienda;8.197;0;0;0;8.197
2700413;Provisiones adicionales colocaciones de consumo;1.716;0;0;0;1.716
2700421;Ajuste a provisión mínima adeudado por bancos;0;0;0;0;0
2700422;Ajuste a provisión mínima colocaciones comerciales;0;0;0;0;0
2700423;Ajuste a provisión mínima créditos contingentes;0;0;0;0;0
2700490;Otras provisiones por contingencias;13;0;0;0;13
2800000;OTROS PASIVOS;69.842;9.426;7.936;23.161;110.365
3000000;PATRIMONIO;663.942;2.524;0;0;666.466
3101000;CAPITAL;32.142;0;0;0;32.142
3102000;RESERVAS;6.041;0;0;0;6.041
3103000;CUENTAS DE VALORACIÓN;-4.220;2.524;0;0;-1.696
3104000;UTILIDADES RETENIDAS;629.931;0;0;0;629.931
3104100;Utilidades retenidas de ejercicios anteriores;637.248;0;0;0;637.248
3104200;Utilidad (pérdida) del ejercicio;21.533;0;0;0;21.533
3104300;Provisión para dividendos mínimos;-28.850;0;0;0;-28.850
3200000;INTERES NO CONTROLADOR;48;0;0;0;48
5001000;PATRIMONIO DE LOS PROPIETARIOS;663.894;2.524;0;0;666.418
5002000;TOTAL PASIVO Y PATRIMONIO;5.310.203;2.665.853;78.363;1.095.219;9.149.638
5100000;TOTAL COLOCACIONES;2.361.589;3.261.723;126.371;686.126;6.435.809
